,close,PCT_CHG,delta,symbol,name,source,date,revision,date_stamp
0,34.33,-0.0144,-0.5,BK0817,昨日触板,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
1,1280.17,-0.0103,-13.28,BK0979,低碳冶金,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
2,975.59,-0.0088,-8.69,BK0992,REITs概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
3,987.77,-0.0063,-6.29,BK1023,培育钻石,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
4,1169.82,-0.0052,-6.09,BK0868,GDR,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
5,811.08,-0.0045000000000000005,-3.68,BK0724,海绵城市,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
6,1035.1,-0.0031,-3.23,BK0945,装配建筑,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
7,2555.34,-0.003,-7.66,BK0676,独家药品,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
8,842.06,-0.0027,-2.31,BK0822,租售同权,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
9,2150.18,-0.0026,-5.62,BK0635,中超概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
10,2141.33,-0.0018,-3.9,BK0610,央视50_,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
11,918.61,-0.0007000000000000001,-0.67,BK0850,进口博览,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
12,968.98,0.0008,0.74,BK1008,国资云概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
13,1035.33,0.0008,0.86,BK1053,低价股,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
14,712.1,0.0011,0.8,BK0709,赛马概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
15,2258.66,0.0013,3.03,BK0677,粤港自贸,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
16,1210.95,0.0014000000000000002,1.69,BK0897,IPv6,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
17,1251.06,0.0017000000000000001,2.11,BK0894,阿兹海默,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
18,2320.17,0.0017000000000000001,3.93,BK0615,中药概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
19,1290.08,0.0018,2.26,BK0914,医废处理,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
20,700.91,0.0019,1.36,BK0721,PPP模式,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
21,1034.67,0.0019,2.01,BK0711,券商概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
22,11874.06,0.002,23.77,BK0511,ST股,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
23,1154.31,0.0023,2.6,BK0885,VPN,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
24,1147.56,0.0023,2.59,BK0718,证金持股,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
25,6248.79,0.0026,16.02,BK0505,中字头,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
